id,group,context_00,context_01,context_02,context_03,outcome_00,outcome_01,outcome_02,outcome_03,outcome_kind_00,outcome_kind_01,outcome_kind_02,outcome_kind_03
5573f22ce36cc93c9ab4c86b,82dd0af0d8fa3a72383d90ca,role_a_0 n_34 n_b4 n_07 n_ef n_0d n_80 n_ed n_1d n_83 n_33 n_b5 n_63 n_ae n_23 w_38 n_be segment_end role_a_1 w_5a n_e6 n_57 w_57 n_8d n_3f n_55 w_1e w_48 w_58 n_92 n_bd n_56 w_2b n_41 n_b2 segment_end,role_a_0 w_5f w_1e w_37 w_46 n_68 w_48 w_1f n_db w_33 n_d7 w_25 w_3a w_4a n_75 w_08 w_2f segment_end role_a_1 n_34 n_b4 n_07 n_ef n_0d n_80 n_ed n_1d n_83 n_33 n_b5 n_63 n_ae n_23 w_38 n_be segment_end,role_a_0 w_5f w_1e w_37 w_46 n_68 w_48 w_1f n_db w_33 n_d7 w_25 w_3a w_4a n_75 w_08 w_2f segment_end,role_a_0 w_5a n_e6 n_57 w_57 n_8d n_3f n_55 w_1e w_48 w_58 n_92 n_bd n_56 w_2b n_41 n_b2 segment_end role_a_1 n_9a n_bc w_57 w_3a w_38 n_7b n_2a n_be w_2b w_0b w_04 n_1b w_4f w_46 n_62 w_45 segment_end,channel_text w_2d n_cc n_05 n_2a n_9b n_1e n_28 w_36 n_41 w_38 n_b1 w_3a n_a7 n_ed n_e3 w_47,channel_text n_c1 n_70 n_ac n_56 n_37 w_26 n_8b n_d3 w_2f w_17 w_43 n_64 w_25 n_31 n_21 n_2d,channel_text n_7e n_44 n_22 n_f5 n_36 n_e4 n_7a n_73 n_7b n_18 n_b1 n_4e n_69 w_2d w_38 n_a6,channel_event n_ec w_1a w_25 w_4e n_4e n_fd n_02 w_3f w_2d n_6e n_3b n_f2 n_82 w_38 n_00 n_e8,text,text,text,event
557450a5dcd3cbf9a38c26b1,a96383a0ef4a1ac42848b07e,role_a_0 n_fa n_eb n_95 w_5f n_c4 n_53 n_13 n_be n_73 n_46 n_dd n_a8 n_e4 n_3b n_4b n_aa segment_end role_a_1 n_a1 n_ab n_90 n_6b n_85 w_08 n_78 n_d8 n_a5 n_48 n_07 n_b7 n_9e n_83 n_1e w_2d segment_end,role_a_0 n_06 n_e9 w_2c w_40 w_38 w_2a w_35 w_1f w_37 n_44 w_4a n_eb w_3b w_20 w_01 w_1e segment_end role_a_1 n_34 n_b4 n_07 n_ef n_0d n_80 n_ed n_1d n_83 n_33 n_b5 n_63 n_ae n_23 w_38 n_be segment_end,role_a_0 n_f7 n_fb n_98 n_42 n_36 n_30 n_c3 w_49 w_57 n_5e n_31 v_0c n_40 n_3b w_4c n_d1 segment_end role_a_1 w_38 n_ff n_16 n_55 w_4a w_57 n_7d w_22 n_08 n_4d n_6b n_e9 n_9b n_0e n_f2 n_88 segment_end,role_a_0 n_05 n_93 n_46 n_72 n_38 n_be n_8f n_65 n_28 n_fb n_12 n_44 w_36 n_31 n_f4 n_4a segment_end,channel_event n_50 n_84 n_83 n_b9 w_44 n_87 w_2d n_f0 w_1f w_26 w_15 w_08 n_02 w_05 n_d5 n_31,channel_text n_05 n_93 n_46 n_72 n_38 n_be n_8f n_65 n_28 n_fb n_12 n_44 w_36 n_31 n_f4 n_4a,channel_text n_6f n_12 w_5b w_07 n_45 w_42 w_1e w_1b w_30 n_df w_17 w_3e w_2e w_02 n_7c n_3e,channel_event w_30 n_44 w_28 w_4c n_5b w_26 w_57 w_49 n_d1 v_0c v_15 w_2d n_1a w_5d w_15 n_b5,event,text,text,event
55822f40dabdd48985af1aa4,e4c43938d10fe71ea2f27202,role_a_0 n_67 w_42 w_1e w_57 n_38 n_6e n_c3 w_37 n_26 n_39 n_03 w_48 w_30 n_35 w_24 w_13 segment_end role_a_1 w_07 w_40 n_0a w_14 w_45 n_44 w_3b w_38 n_0c w_22 w_10 w_48 w_33 n_e4 w_1e w_37 segment_end,role_a_0 n_34 n_b4 n_07 n_ef n_0d n_80 n_ed n_1d n_83 n_33 n_b5 n_63 n_ae n_23 w_38 n_be segment_end role_a_1 n_02 n_44 n_33 n_0c n_a8 n_cd n_03 n_71 w_38 n_95 n_a6 n_9d n_00 n_d4 w_2f n_1d segment_end,role_a_0 n_fd n_7f n_21 n_ec w_2b n_2a n_f2 n_de n_b2 n_f4 w_17 n_c7 n_9d n_8f n_d2 v_12 segment_end role_a_1 w_42 n_f5 w_5f n_21 w_38 n_06 w_3b w_1e n_24 w_22 w_44 w_10 n_8f v_02 n_96 n_b5 segment_end,role_a_0 n_e8 n_d7 n_5e n_52 n_ec n_22 n_5a n_45 v_12 n_ca n_d3 n_8c n_4d n_47 n_d5 n_eb segment_end role_a_1 n_3d n_03 n_19 v_0c n_a7 n_08 n_4c n_70 n_77 n_cb n_6c n_63 n_14 n_a6 n_13 n_01 segment_end,channel_text w_57 w_1b w_27 w_25 w_2d n_7b n_34 w_4a w_13 w_35 w_21 w_39 w_02 n_40 w_04 n_9a,channel_text n_85 w_42 w_2e w_27 n_21 w_1f n_1c w_40 w_38 n_22 w_2d w_25 w_3d n_94 w_2b w_4d,channel_event w_1f n_56 w_43 n_3c w_0f n_28 n_37 w_0c n_5d n_03 n_2e n_e8 n_7c n_91 w_2d n_ad,channel_text w_16 n_0c n_6c w_39 w_40 w_4c w_31 w_17 w_38 w_57 n_53 w_2e w_3a n_b4 w_07 w_2b,text,text,event,text
5594f422fe2b994dfd2aed12,b83491b0e3a03ddee7f49282,role_a_0 w_59 w_13 w_57 w_04 w_24 n_ca n_ed w_17 w_4a w_35 n_7f w_03 w_2b w_1a n_60 w_2e segment_end role_a_1 w_37 n_4c w_57 n_59 n_3c w_02 w_0b n_9f n_7e n_c1 n_5e n_d0 w_50 n_ee w_0f w_4e segment_end,role_a_0 w_59 w_13 w_57 w_04 w_24 n_ca n_ed w_17 w_4a w_35 n_7f w_03 w_2b w_1a n_60 w_2e segment_end,role_a_0 n_95 n_8b n_a1 n_6a n_40 n_ba w_09 w_57 n_99 n_72 w_1e n_03 n_46 n_0c n_98 w_06 segment_end role_a_1 n_f9 w_2d w_2b n_1b w_57 w_5e w_59 w_03 n_9d w_27 n_96 w_5f w_1e w_38 w_40 w_42 segment_end,role_a_0 w_37 n_4c w_57 n_59 n_3c w_02 w_0b n_9f n_7e n_c1 n_5e n_d0 w_50 n_ee w_0f w_4e segment_end role_a_1 w_18 w_34 w_3a w_5d w_41 n_ea w_5f w_55 n_f9 n_c5 n_22 w_57 w_27 w_2e w_13 w_1d segment_end,channel_text w_04 w_25 n_6f w_45 w_38 w_26 w_2d w_03 w_59 w_5d n_44 w_4a w_07 w_23 n_b0 n_5f,channel_text w_5f w_02 w_25 w_3e w_2e w_17 n_8f w_1e w_46 n_62 n_5f n_97 n_26 w_57 w_30 w_4a,channel_text w_47 n_2c n_96 n_0b w_31 w_41 w_04 w_2e w_27 w_24 w_17 n_b1 w_0f w_4a w_38 n_ea,channel_text n_66 w_3b w_34 n_38 n_6e w_55 w_3a w_38 w_11 n_6c w_2f w_5d w_4a w_28 w_04 w_2c,text,text,text,text
55959935155e357eebf245b6,9efbb644ebdafb3e955566aa,role_a_0 w_21 w_0a n_87 w_27 n_e1 w_04 w_1f n_f1 w_13 w_2d w_4e w_1e n_04 w_2b w_33 w_38 segment_end,role_a_0 w_21 w_0a n_87 w_27 n_e1 w_04 w_1f n_f1 w_13 w_2d w_4e w_1e n_04 w_2b w_33 w_38 segment_end role_a_1 n_42 n_32 n_d1 n_35 w_4e w_38 n_14 n_0f w_12 n_2b n_81 n_a8 w_54 n_33 n_7b n_c8 segment_end,role_a_0 n_3d w_4e n_0d w_09 n_97 n_aa n_be n_87 n_ae n_90 n_21 n_20 n_56 w_52 w_38 n_94 segment_end role_a_1 n_0c n_e1 n_bf n_d5 n_fe w_17 n_2f w_04 w_46 n_b9 w_43 n_11 w_4f n_ae n_7c n_35 segment_end,role_a_0 w_07 w_31 w_2b n_43 n_36 w_42 n_d9 n_52 v_0c w_37 v_00 w_4e n_b5 n_a7 n_ba w_40 segment_end role_a_1 n_3d w_4e n_0d w_09 n_97 n_aa n_be n_87 n_ae n_90 n_21 n_20 n_56 w_52 w_38 n_94 segment_end,channel_text n_c1 w_48 n_56 w_2d w_38 n_b7 w_22 w_4a w_1e w_11 w_2e n_d9 n_93 w_03 w_31 n_d0,channel_event w_2d w_32 n_e4 w_54 w_42 w_38 w_1f w_44 n_dd n_ae w_26 n_8c n_59 n_a6 w_12 n_12,channel_text w_59 w_4a w_5d w_47 w_04 w_57 n_b6 n_ef w_5e n_08 w_1e w_03 n_b9 w_05 w_45 w_27,channel_text w_09 w_0c n_f0 n_cb w_10 w_5e n_9f w_38 w_02 w_12 n_e9 w_45 w_07 w_2e w_31 w_35,text,event,text,text
55972af3cdc676c8f7c04874,fc6fa291a865b112b73cab30,role_a_0 n_1e n_99 n_5f n_26 n_a7 n_80 v_00 n_70 n_e0 n_c1 n_ca n_f9 w_42 n_96 w_34 w_07 segment_end role_a_1 n_8d v_0c n_5c n_bb n_5f n_eb n_f9 n_14 n_96 n_2a w_31 w_34 w_07 n_01 n_cb n_31 segment_end,role_a_0 w_12 w_5a n_aa n_69 w_38 w_25 n_dc w_13 w_48 n_0b w_17 w_2b n_96 n_e3 n_0a w_47 segment_end role_a_1 n_76 n_c7 n_46 w_2d n_ed n_24 n_3f n_82 w_5c n_3a n_1c n_a9 n_9c n_dd n_35 n_84 segment_end,role_a_0 w_2e n_17 w_46 w_38 n_27 w_59 w_04 n_84 n_0c w_17 w_4f n_8c n_28 n_83 n_b7 n_41 segment_end role_a_1 n_c8 n_6f n_e7 n_fd n_a6 w_42 n_9e n_0e w_57 n_2d n_cf w_09 w_5f n_bd n_bc n_8d segment_end,role_a_0 w_31 n_d4 w_04 w_26 w_20 w_32 w_48 w_07 n_87 w_47 n_bf w_0d w_40 w_4a w_4d n_1c segment_end role_a_1 w_31 w_45 w_57 n_06 w_38 n_ab w_5d n_7d n_14 w_2f w_1a n_38 n_a8 n_79 w_4a n_87 segment_end,channel_text w_1f w_4a w_31 w_2e w_57 n_1f n_60 w_07 w_02 n_2b w_5b w_15 n_7c w_1e w_2b w_17,channel_text n_d9 w_55 w_48 w_2d n_e1 n_93 n_18 w_23 n_41 n_f6 w_3e w_2f w_30 w_38 w_57 w_17,channel_event n_35 n_b4 n_bd n_0f n_16 n_81 w_0c n_69 w_0f n_f2 w_2d n_70 n_97 w_24 n_c1 n_b0,channel_text w_09 w_00 w_40 n_05 w_2e w_42 w_07 w_2d n_ce w_22 n_2d w_1e w_13 n_d6 w_3a w_57,text,text,event,text
559a5e71d725b19b5e061740,b186324357c68cea99ee0b69,role_a_0 v_12 n_70 n_c4 w_57 n_c7 w_20 w_38 w_0e n_ff w_40 w_5e w_22 w_1a w_24 w_4a w_5d segment_end role_a_1 w_57 w_1e n_f1 w_41 n_93 n_66 n_89 n_85 n_6a n_f3 n_78 w_3b n_bd n_30 w_45 n_63 segment_end,role_a_0 n_0d n_2b n_a3 n_26 n_51 n_1a n_75 n_d7 n_88 w_40 w_09 n_d5 n_3a n_77 w_38 n_06 segment_end role_a_1 n_df n_c2 n_92 n_70 n_fe w_38 n_91 n_31 n_fa n_79 w_4d w_0f w_1e w_5e w_17 n_f6 segment_end,role_a_0 n_df w_2b w_46 w_13 w_1e w_17 w_57 w_4a w_20 w_38 n_36 n_dc w_45 w_23 w_16 n_8b segment_end role_a_1 n_a7 w_48 w_1e w_2b w_08 w_57 n_18 n_0b n_46 w_1a w_4e n_a4 n_ee n_e9 n_3a n_34 segment_end,role_a_0 v_12 n_70 n_c4 w_57 n_c7 w_20 w_38 w_0e n_ff w_40 w_5e w_22 w_1a w_24 w_4a w_5d segment_end,channel_text w_2d n_9d n_f1 n_cf w_09 n_67 n_12 n_3a n_ae n_07 n_b1 n_3c n_0d w_3c n_00 n_b7,channel_text w_38 n_79 n_67 n_29 n_51 n_7e n_9e n_b6 n_20 n_e7 w_45 w_46 n_fc n_d0 w_43 w_04,channel_text w_4a n_e7 w_55 w_0e w_4c n_d0 w_57 w_0f w_47 n_07 w_38 w_04 w_27 n_c5 w_29 w_01,channel_text w_1e n_f1 w_38 w_4a w_4f n_e8 w_04 n_c5 w_4e w_17 w_25 n_c3 w_26 n_f2 w_07 n_a3,text,text,text,text
55a3bf01a5b2d54711d77d8e,e4fa69585020f2ba484f4293,role_a_0 n_79 n_4a n_f9 n_0e n_67 n_73 n_77 n_89 n_09 n_a4 n_8f n_7a n_75 n_29 v_00 n_70 segment_end role_a_1 n_3d n_03 n_19 v_0c n_a7 n_08 n_4c n_70 n_77 n_cb n_6c n_63 n_14 n_a6 n_13 n_01 segment_end,role_a_0 n_47 w_44 n_8b w_2b w_42 n_cc n_ae n_fd n_d8 n_3e n_d2 n_c8 w_11 n_5b w_32 n_95 segment_end role_a_1 n_14 n_b4 n_62 n_d6 n_ea n_22 n_36 w_13 n_79 n_84 n_23 n_0a w_2f n_d4 n_91 n_6e segment_end,role_a_0 w_11 w_30 w_2b w_44 n_76 n_c3 n_84 n_71 n_17 n_d2 w_19 w_3c n_7b w_4a n_3a n_f5 segment_end role_a_1 n_b7 w_2f n_0c n_04 n_af n_78 n_09 n_4b n_b3 w_43 n_8d n_33 n_5c n_ac n_5e n_35 segment_end,role_a_0 n_8c n_9e w_24 n_fd n_82 n_6c n_b5 w_38 n_bf n_26 n_97 w_11 n_36 w_2b w_17 n_8a segment_end role_a_1 n_ab n_b2 n_07 n_8a n_a7 w_48 n_9d n_71 n_06 n_f9 n_01 n_f1 n_34 n_bc n_52 n_8d segment_end,channel_event n_e5 n_97 n_2e w_1f w_2d w_44 n_62 w_26 w_05 w_48 n_d6 w_15 n_63 n_eb n_34 n_99,channel_text w_17 n_61 n_04 n_fd n_28 n_41 w_48 w_02 w_4a w_5b n_16 w_11 n_af n_cf n_27 w_1e,channel_event n_35 n_b4 n_bd n_0f n_16 n_81 w_0c n_69 w_0f n_f2 w_2d n_70 n_97 w_24 n_c1 n_b0,channel_text w_25 n_f7 n_1f n_8e w_17 w_59 n_02 n_84 w_04 n_29 n_c9 w_1e w_26 n_d9 w_03 w_4a,event,text,event,text
55a40c877a2dcf41713cb38a,dd77b6805ef32731c166dfe6,role_a_0 w_2b n_a6 n_c2 n_6b n_b1 n_33 n_5c n_c6 n_46 n_e1 n_27 n_bc w_3c w_3b w_38 n_d2 segment_end role_a_1 w_0b n_5f n_78 w_42 n_21 w_32 w_55 w_4a w_18 w_13 w_27 w_43 n_04 w_3b w_37 n_63 segment_end,role_a_0 n_0d w_3c w_14 w_23 n_78 n_54 n_4f w_5b n_c9 n_75 n_27 n_db n_b1 w_2d n_f8 n_e5 segment_end role_a_1 w_38 w_4a n_8e w_2b w_25 w_42 n_f2 w_0c w_1b n_02 n_a6 w_07 w_3e w_10 n_8c n_6a segment_end,role_a_0 n_72 w_3b n_01 w_44 w_2b n_ea w_4a n_5e w_11 n_d7 w_5f w_2a w_0c w_09 n_6d w_38 segment_end role_a_1 n_8d n_69 n_f2 w_1d n_dc n_7d n_9c n_fd w_28 n_16 n_61 n_1a n_aa w_52 n_11 n_67 segment_end,role_a_0 n_8d n_69 n_f2 w_1d n_dc n_7d n_9c n_fd w_28 n_16 n_61 n_1a n_aa w_52 n_11 n_67 segment_end role_a_1 n_c1 n_b5 n_4e n_ea w_4c n_fa w_38 n_5e w_55 n_48 n_a2 n_34 n_f0 n_2b n_17 w_20 segment_end,channel_text n_af w_4a n_58 w_3b w_43 n_dc w_3d w_38 w_04 w_2d w_03 w_2e n_b3 w_02 w_57 w_25,channel_text w_1d w_4a n_fa n_de w_26 w_17 w_59 n_2b w_03 n_cd w_2d w_4e w_02 w_57 w_07 w_5d,channel_event w_38 w_4c w_26 n_b8 w_32 n_13 n_9a n_50 n_80 w_55 n_1b w_1f n_93 w_44 w_2d w_42,channel_text w_07 n_b1 w_5b n_7f w_42 w_24 n_29 w_2b w_3d w_3b n_15 w_1d w_3c w_0c w_56 w_52,text,text,event,text
55acecf80cf95131b5bd5b49,7dbd8288d64f1cc7362dd14d,role_a_0 w_17 n_82 n_60 w_41 w_0f w_36 n_21 n_1d w_2b n_ce n_73 n_9a w_2e n_b7 w_01 n_7c segment_end role_a_1 n_c7 w_42 n_18 n_2f n_67 w_2d w_2b w_12 w_1e w_5d w_50 n_cd n_03 w_05 w_15 w_48 segment_end,role_a_0 w_17 n_82 n_60 w_41 w_0f w_36 n_21 n_1d w_2b n_ce n_73 n_9a w_2e n_b7 w_01 n_7c segment_end,role_a_0 n_c7 w_42 n_18 n_2f n_67 w_2d w_2b w_12 w_1e w_5d w_50 n_cd n_03 w_05 w_15 w_48 segment_end role_a_1 w_36 n_75 w_04 w_1c n_9c n_1e w_09 w_2b w_0f n_f8 n_ee n_1f n_53 n_5f n_07 n_b7 segment_end,role_a_0 w_36 n_75 w_04 w_1c n_9c n_1e w_09 w_2b w_0f n_f8 n_ee n_1f n_53 n_5f n_07 n_b7 segment_end role_a_1 n_a4 n_b3 n_7c n_c2 n_d1 n_c7 n_5f n_2f n_14 n_99 n_89 n_5d n_9d w_5f n_1d n_21 segment_end,channel_text n_cb n_86 w_4a n_31 w_2d w_59 w_57 w_04 n_32 w_2a w_02 w_36 w_3a w_09 w_1e n_9c,channel_text n_e8 w_56 n_1b n_2e n_b4 w_57 n_89 n_93 n_6e w_28 w_1e w_3a n_d0 w_09 n_08 n_8f,channel_text w_24 w_2c n_79 n_b0 w_4f n_f0 n_fa w_2e w_04 w_17 n_d4 w_2b w_47 n_67 n_19 n_e5,channel_text n_97 n_a9 w_2b w_15 w_0f w_38 w_31 w_2d w_22 n_be w_08 n_d4 w_18 w_1d w_47 w_0c,text,text,text,text
55bb06f83ccab0863cc61f32,d8373bd9ed38fd29d5065165,role_a_0 n_9d w_38 n_af n_6d w_36 n_10 n_7a n_ae n_35 w_2d n_e9 n_79 w_25 n_ed w_3a n_81 segment_end role_a_1 w_57 n_6d n_e6 w_51 w_29 n_49 w_09 n_32 n_97 w_2b n_ca w_4a n_bb n_d7 n_93 w_37 segment_end,role_a_0 n_3b n_3e n_57 n_21 w_02 n_9f w_2b n_75 n_f8 n_bf n_f6 n_e3 w_17 n_98 n_50 w_38 segment_end role_a_1 n_2e n_8d n_f8 w_57 w_30 n_60 n_9e n_44 n_eb n_dd w_45 n_81 n_1b w_26 n_9c n_ec segment_end,role_a_0 w_4a w_38 n_1e n_2d n_d4 n_11 n_44 n_2c w_17 n_99 n_b5 n_87 n_59 n_cb n_ab w_4f segment_end role_a_1 n_a4 n_b3 n_7c n_c2 n_d1 n_c7 n_5f n_2f n_14 n_99 n_89 n_5d n_9d w_5f n_1d n_21 segment_end,role_a_0 w_57 n_6d n_e6 w_51 w_29 n_49 w_09 n_32 n_97 w_2b n_ca w_4a n_bb n_d7 n_93 w_37 segment_end role_a_1 n_80 n_06 w_3c n_14 n_55 w_06 n_7d n_00 n_5d w_17 n_1b n_01 n_09 w_2b n_f2 w_57 segment_end,channel_text w_26 w_07 n_2c w_4e w_57 n_65 w_09 w_1e n_db w_04 w_25 w_5d w_17 w_4a w_51 n_a1,channel_event n_ec w_1a w_25 w_4e n_4e n_fd n_02 w_3f w_2d n_6e n_3b n_f2 n_82 w_38 n_00 n_e8,channel_text w_16 w_47 w_31 n_15 w_04 w_12 w_38 n_17 w_2b n_8c w_0c w_15 w_4b n_6e w_5c w_3b,channel_text n_d9 w_5b w_24 w_57 w_45 w_25 n_2e n_28 w_0c w_5c w_2b n_59 w_2e w_3e w_4a w_40,text,event,text,text
55c143d725fce6ee6351873e,509bd28f2b55336d3de4274d,role_a_0 n_8f n_a3 w_58 n_27 w_36 w_13 w_30 n_5f w_1e w_4a w_15 w_43 w_48 w_41 w_2b w_05 segment_end,role_a_0 n_ea n_36 n_9b n_31 w_3a n_88 w_44 n_de n_0e w_43 n_27 w_0c w_53 n_cc w_2a w_22 segment_end role_a_1 n_50 n_61 n_8d w_33 n_dd w_41 n_64 w_47 n_10 n_d4 n_76 w_38 w_3a n_6f w_2d w_2c segment_end,role_a_0 n_8f n_a3 w_58 n_27 w_36 w_13 w_30 n_5f w_1e w_4a w_15 w_43 w_48 w_41 w_2b w_05 segment_end role_a_1 n_e0 n_c2 n_9e n_15 n_f1 n_8c n_88 n_6f n_c0 n_8a n_33 n_f8 n_be n_06 w_01 w_3e segment_end,role_a_0 n_50 n_61 n_8d w_33 n_dd w_41 n_64 w_47 n_10 n_d4 n_76 w_38 w_3a n_6f w_2d w_2c segment_end role_a_1 w_4f n_c2 w_01 n_5d w_17 w_2d n_ef n_eb w_5f w_25 n_66 n_8c n_82 w_38 n_0e n_11 segment_end,channel_text n_f1 w_03 w_38 w_11 n_ca w_4a w_4d w_05 w_46 w_56 n_d6 w_42 w_2d w_30 w_48 n_16,channel_text n_bb n_09 n_6b w_45 w_07 w_25 w_5d w_26 w_4e w_4a w_04 w_1e w_4f w_38 w_17 n_68,channel_text n_2f n_99 w_1a w_02 w_51 w_45 w_40 w_2d w_4a w_1e w_24 w_5d w_2e n_f3 w_33 n_5c,channel_event n_d9 n_30 w_2d w_24 w_30 n_68 n_55 n_83 n_18 n_19 n_3b w_15 n_a2 n_d0 n_4f w_2b,text,text,text,event
55c15b289d4c5d11d705ade1,80961deeb81bafd97f5a93bd,role_a_0 n_71 n_2e n_ce n_07 n_12 n_98 w_46 n_29 n_c9 n_cb n_35 n_14 n_53 n_6d n_59 n_a2 segment_end role_a_1 n_26 n_9c w_5e n_02 n_80 n_a3 n_8f n_81 n_71 w_33 n_f8 n_87 w_3b n_79 w_26 n_be segment_end,role_a_0 n_85 w_4f w_57 w_46 w_04 n_9f w_38 n_e4 n_f5 n_6d n_0d n_bc n_1a n_1f n_f7 w_17 segment_end role_a_1 n_ae w_4a n_6e n_06 w_2a n_53 n_7a n_a1 n_56 n_9e n_cc n_44 n_83 n_64 w_56 w_45 segment_end,role_a_0 w_44 w_25 n_a7 n_ff n_bf n_60 v_0c w_0b w_38 n_8c n_07 v_15 w_1b n_02 n_5e w_57 segment_end role_a_1 n_a8 n_14 w_0f n_8c n_7e n_d3 n_17 n_da w_0c n_cf n_fd n_41 n_ab n_b3 n_f4 n_23 segment_end,role_a_0 w_21 n_2b w_31 w_27 w_32 w_4d n_e3 w_00 w_38 n_22 w_4a w_0f w_48 w_1f n_0e w_25 segment_end role_a_1 w_3c v_12 w_2b w_40 w_24 v_0c w_16 n_84 v_06 w_1d w_31 w_4e w_57 n_3b n_b7 n_05 segment_end,channel_event n_3d w_44 n_d3 w_26 w_2b n_a9 n_85 w_42 n_32 w_1f w_1d w_2d n_f9 n_e5 w_32 w_38,channel_text w_30 n_43 w_48 n_33 n_d8 w_17 n_7d n_41 n_e0 w_2d n_24 w_46 w_04 w_2f w_43 n_02,channel_event n_74 n_d4 n_1e n_2e n_0c w_44 n_51 w_0f w_2d n_99 w_0c w_31 w_42 w_03 n_af w_26,channel_text n_a8 w_2e w_3a n_ed w_18 w_33 w_21 w_4a w_5b n_cc w_4e w_48 w_47 w_17 n_31 w_31,event,text,event,text
55c539a62266d478e019926c,5e85151c804c8d7a45a72f0f,role_a_0 w_4a w_0e n_4e w_2b w_37 n_75 n_6b w_1e n_e5 w_40 w_42 w_46 w_3e w_08 n_6e w_39 segment_end role_a_1 w_58 n_76 n_7f n_77 n_e8 n_1d w_2c n_38 n_5f n_ac n_db n_40 n_17 n_24 n_98 n_b9 segment_end,role_a_0 n_0b n_01 n_f6 n_7f w_17 n_aa n_8a n_2d n_5e n_c3 v_06 n_5c n_5a n_21 n_b5 n_93 segment_end role_a_1 w_37 n_24 n_00 w_08 n_3f n_08 n_bc n_14 n_e5 n_69 w_12 n_ca n_4c w_4e n_2f n_4e segment_end,role_a_0 n_bc n_6c n_36 n_f5 w_07 n_0e w_41 n_b2 n_62 n_0c n_ba w_42 n_c2 w_34 n_b7 n_ef segment_end role_a_1 n_1e n_d8 n_b0 w_01 n_09 n_16 n_0d n_28 n_21 n_d0 n_3a n_b1 n_d1 n_90 n_5a n_6c segment_end,role_a_0 n_95 w_43 w_46 n_0b n_51 n_a3 n_aa n_15 n_5d n_cd w_04 n_30 n_3b n_71 n_f7 n_ab segment_end role_a_1 n_1a n_f1 w_2f n_75 w_4e n_e8 n_99 n_ad n_b3 n_0f w_45 n_7b n_c1 w_2a n_41 n_d3 segment_end,channel_event n_e5 w_26 n_5c w_58 w_2c w_1f w_32 w_38 w_42 n_9a n_b3 n_83 w_2d n_67 n_ed w_44,channel_event n_eb n_5e n_9e w_28 w_2d n_ca n_0e n_cd w_15 n_80 w_5d w_26 w_30 w_01 n_28 n_12,channel_event n_37 n_44 w_01 w_48 n_70 w_08 w_2d w_44 n_a1 n_fb n_7b n_dd w_26 n_46 n_19 n_42,channel_text w_2f n_58 w_57 w_17 n_33 w_48 w_43 n_52 n_2a n_e5 n_06 w_30 n_c7 n_37 n_b1 n_82,event,event,event,text
55cc387f362ffc0179809c05,efa4209af8e1988d51820b5e,role_a_0 w_5b n_42 n_71 n_a2 w_1e n_92 w_2d w_17 w_23 w_2c n_d2 n_ec w_41 n_06 w_57 n_90 segment_end role_a_1 n_76 n_ee w_5f n_67 n_a0 n_89 w_2d w_2b n_94 n_15 n_f2 w_4f w_38 n_f5 n_c1 n_bf segment_end,role_a_0 n_3d n_03 n_19 v_0c n_a7 n_08 n_4c n_70 n_77 n_cb n_6c n_63 n_14 n_a6 n_13 n_01 segment_end role_a_1 n_c7 n_44 n_f5 n_d9 n_74 n_55 n_4b n_f4 w_42 n_36 n_fd n_72 n_95 n_56 w_48 n_a8 segment_end,role_a_0 w_13 n_fe n_4b w_4d w_05 w_22 w_04 n_5b w_25 w_4a n_fb w_2d w_37 w_38 w_17 w_5e segment_end role_a_1 n_c0 n_23 n_13 n_46 n_21 n_a4 n_96 n_ad w_4c n_49 n_2a n_7d n_64 n_a0 w_55 n_f2 segment_end,role_a_0 n_7c w_0b n_47 n_26 n_5b n_22 n_58 w_35 n_d9 n_17 n_1b n_c5 w_20 n_c1 n_31 n_6d segment_end role_a_1 n_86 n_41 n_b9 n_88 n_36 n_2c w_0d n_4f n_d3 w_57 n_06 w_43 n_91 n_00 w_0c n_16 segment_end,channel_event w_4f w_15 n_eb w_38 n_f7 w_47 w_26 w_48 n_4d w_2d w_44 w_12 n_06 n_f9 n_11 w_2b,channel_text w_4e n_3e n_ad w_4a n_45 w_25 w_03 n_4b w_07 n_c0 n_c8 w_59 w_17 n_e0 w_26 w_1e,channel_text n_99 w_42 w_4a w_31 w_16 n_be w_2e n_67 n_5f n_e6 w_1e w_17 w_30 w_40 n_6f n_4a,channel_text w_2a n_93 n_54 n_ed n_78 n_79 w_4f n_e7 w_42 n_c0 n_27 w_17 w_2b n_c2 n_96 w_49,event,text,text,text
