id,match_probability_00,match_probability_01,match_probability_02,match_probability_03,match_probability_04,match_probability_05,match_probability_06,match_probability_07,match_probability_08,match_probability_09,match_probability_10,match_probability_11,match_probability_12,match_probability_13,match_probability_14,match_probability_15
00aacbe1f8a1ac435eb82e74,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
00b148ce2522407c02704ebd,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
00b712c5509ed6e285283610,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
00bbdac7eca66195f9fc4299,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
00d33b4cf96b2ef6562988e4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
00d3669987aafb6e64d385cd,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
00d7a227e553b7d50c589d6f,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
00db191e02f73134ce5a66aa,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
00e59b038290bb9be09d4a4c,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
00f4838a8cc03bdfd4a4a9b2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
00f491aef44f4dfc0c0da3d0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
00fb7e76e464525481774d77,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
01117151ccef057c29d7667e,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
011864d652d27fc2ae113747,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
012109fc49be986d666f253a,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
01214073656836a5c3b6cc24,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0128642d07f6a85730078125,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
012b2f58777175e09d36393d,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0130fae02276734eb3b02605,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0130fb2ecc85b59f89bc489c,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
013cf64d3932c5f852da4122,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
01410dc8ac3f1c696a0de78d,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0142821b94b62746d53cab2e,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
014d3e10eb9e89ec9fda8e08,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
014fc04e5d89dbe752fe6f50,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0159b985c7592353cc2e0bcb,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0159ed5dc111ca4718a9894f,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0163b46c0d6b7a027f0439a0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
01698198d6b45cc683acbe1c,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
016cd0fe864dbf49ae8ec62f,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
016ec492cf633e1ff8936b62,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
017bf6783157a3b2ceb706ab,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0181b304e9555967c5ded9c1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0184320809763c72f58b1c7f,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
018753a2b3e9fd846fdb8e90,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
018c02265956b1b22bc4c0cc,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
019013242a0a46da3a30f241,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
019cbd9e27717b048ee1596a,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
019f4ef1168524b1ed9b671f,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
01a0fb358b78280aece626a2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
01a15e6f3d38bed46f392009,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
01ae65a60e3b6a891e0180c0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
01af83a8857e2d1f0907894e,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
01b2bedcbb660a021fb25e01,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
01b7eb59fbd76263e505eec7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
01bb35674594c7e9ff5a99f0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
01be1a93171ea091683add2b,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
01c0c01d543b0e9ffd36aef4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
01c2cb0ac2930dc0a3799dda,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
01c405739b5cc44496644dd7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
01ce23360755c5ff84992a1b,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
01e2dea2c267ea11444e8455,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
01e8bb18c68d714758cad620,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
01ea2506daf37ddc65903fc2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
01f07932f35fc7b14589ed3d,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
01f3eb13461822a70bdb847c,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
01fe3d62f4426b67dc3f0d58,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
020dae1fb20ac4b91fae5cfc,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
020de4b09f8464a85e15c336,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
020ffca0d99d1f3514524bbb,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
021015596e8af4afd97e7e11,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
021e8c726aaf2d79b499869c,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
021e930f6d066342f37701d2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
02314f77be42605600bbfee2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0237e62e38370d42866ff8b6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0238707576ac995c5774848c,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0239bfb632d7e0748ded528f,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
023cb6220a7191a77870802f,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
023d47c31b20c1be7ded8ebb,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
024336a3147883d7b665290c,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
024cad68bb2a114fb82f1b33,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
024e1980bee78495261453cc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
025f90b867fca8e2c661e877,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
02658e3210e133f98a69e80c,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
026b75c205344cf1949d1659,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
026f32942386168f53cf6536,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
027fc145cebe20d2006fa29f,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0280876a058ff67dac348d5c,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
028365afbe4d06941679b691,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
02839d4b66955f40cff54f5e,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
02865f9b5b48241aa55f4721,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
02874fd3b92c9310a52351dd,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
028dc247fb772dc8833916aa,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0299d70517622da3f5061360,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0299ed3825ee25b9e15ed897,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
02aa6ab309fa8557652e298d,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
02ad608db472017f48c97f18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
02b35163cdd20081a5117480,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
02b3d78e7737e3614aa76490,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
02b761b9e7638beb7280d459,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
02c4ed5bff7093e6d29f5b75,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
02d2192014a889264ffccacf,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
02dd4028e552aeae86bde544,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
02dea514729a8850d0e96f08,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
02e09001763725d3d2eabb6d,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
02f6396e3a27352255c676d2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
02f71bea92362601ea55952c,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
02f793e65939b879209a3e6c,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
02f9ee622c45768c28b2589a,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
02faba8a65baf1f48dc5bbb3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0311d2433219a4ab9168efb0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
03156b347468d2ff06d136f9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0328c8c4790cd51602c958d2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0328ecb504b230ccaa38e522,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0345bf4aaa27452cfc51f5fc,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0348324d6f0db9b8482b1444,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
03505cdb12df59dc92ea8de1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
035069c873100cfbceb9504e,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0351e1b8763cfd5eac9956d0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0353b7271a5c5eb99af4865c,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
03573dea5b22e1039753124a,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
03574a496fc0ffdf6381a6e4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0357eb4f13031b2fa2189d1e,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
035a3a9b2385784c19c02896,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
035dfa4a9a529c7901123271,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0360c152602dd4f5dfdc4aec,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0363fb8797a60252025898f5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
03657a4a05781a0e8df854e0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0373ffa3894180abea040d14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
037432b29b6744546b9c1a33,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
03764fc4bea5ffc04d2983d4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0378291051b10fb4fcbacc67,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
037aef39bc3f13e98d7b1cdc,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0385c6c1c4f5dca709c4394b,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0386d925401b5ddd59fd3701,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
038d6223e967f1d9cd5a1f19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
038e274d537169b1ddd29d6a,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
038f74f01609a6736272ab61,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
03958ff3ae2016cefe22bff8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
03b14651009c9a64f548c182,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
03b2c789ca3deb2b448ce1f3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
03b7cde848a324d888b88d5a,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
03cbccba1b4d77abb7520adc,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
03d02718d52cfde918b2875c,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
03e2242be0ea3122b648f39f,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
03eab724859f34688be019db,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
03ff61f308e38740d98c46fd,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
04057b9ade0490aa975cf647,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
0409a84285860644c2a5ff84,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
040d437541c71b46fcd36543,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
040dc4c414dec49a217c5a9a,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
04122be6a94551901f9a40f0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
041370962746540cfad092bc,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
041692cd0babb17a355e653e,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0429ef2c068d0a2f93235f53,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
042c626d89ae35e91402b46f,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0435fef5cae72c461a9795db,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
043c5274cc8bfe6ab28586cb,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
044c29738908068684a14c3a,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0458db919626390fdf429550,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0459d8bd0ecdade1693f1542,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
045a04895ddc5dfd7a84d706,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0464e81c6e2c34db6937562c,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0467887346ad6ebb56c20ba4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
046d1fc0a45531fa8704a39e,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
04738f7018e43d0d70db0746,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0474f7d5eb5841a7a055b9ec,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
047f179ae01ccb54c859cb6b,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
047ff58ddaf08a8cd9ddc28f,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
04825b058ee7dd96f5d6e591,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0488d3f296a10e268244cc0f,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
048a19e7c31079bd73d41703,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
048eea536ff4c6fd2bd2c6c6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
049cadf364e4f2796f1653ad,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
04a162cd6b370b421fd04339,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
04a21d0b002ed885eb7c33ff,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
04a3236f833c424a4df16b45,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
04aa06244aa3e7506163145f,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
04aa893eda462f423ac2205b,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
04aac3ccdddc81503f4eca65,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
04ab8281bd19a907c7515edb,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
04adc93dcdc77b16511984a1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
04b75b3c1aa0e8bcd52f2905,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
04b7f09ec210dd1c56f09b38,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
04b8075531aa673e2d6b99b0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
04c04e57aed00cd8499e1aeb,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
04c1ab2cca3a609ba92d789d,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
04c25c6cb4faed9a7a62cb5f,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
04c3415647715f41001c573c,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
04c5fdc6e9f96cd14e314d0e,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
04cacdd9858232633579b721,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
04d45a60ee352bc997a739c6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
04d708b3e85c14f43c6e1527,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
04dd547be98c8332b3061513,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
04e4cd8f08477700303ce90c,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
04ed4ea1877432d394d1a721,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
04f19658c32cf496457e873c,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
04f4f9404c414af7d5b4e428,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
050c5cb1e23d114570640376,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
05113979247a27419ac94535,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
051bad0c61272f6d5638c85a,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
052af47f6dd022e1b9612bbd,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
052b8944cd117f66c611db00,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
05353273e4e0050440c6b0f4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
05396287294a3833e0f8c2ae,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
054d5c3f97de08d285ac4579,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
05560c0dcd7a9a3513ff5a92,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
05725f16e98ee8f2f6960c83,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0576aa907ceb3a0068a1fe85,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
057ea481001174222a727acc,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0582f4181b55f358f10d9513,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
058874de337de249f83acd60,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
058fa972360b8c93a7b44622,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
05946a60dd7d21a7e839bf01,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0598e35a2de7f7ea2a0c9b78,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
059fbabbf80da271b6bb80bf,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
05b1191c7c7d82cf341fcb45,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
05b4f25b6e7ffe25e80ed46e,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
05b78d65e7d8845d5fe30adc,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
05c95bb52f6e06c8d65759a5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
05d6a28204212a7544bbcb4f,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
05d9f25458f453de08d46e06,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
05da3a541cb812383ae4b7db,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
05dac6476deb80aed88c8ff9,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
05dd053e2c94b3dacc28d754,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
05e396c0940bcc3909932225,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
05e5eae3da9e8b950c528820,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
05e9037679b40d54b3cf3e0e,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
05f7e86239a896b145458ef6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
05f97e9b8bc62ac7d24cb5fb,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
060fa05ba8b7bc8600aa0bf8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
06174170b337846265b69d64,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
061f1909655c3c115c45b266,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
062352bfea73d098c4193807,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0637bc8912203d2d4812e9af,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0638c721c9613a7e169cac72,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
06481f0c15341c3da389525c,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
064a61a8062c37c23fc05402,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
06595f43bf9c4ff3e5928202,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
067128b6215d8e34cb85a0d2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0679c23759dd7db4541a544e,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
067ac1b62fb9bcdf688623c1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
067ce2b88129b85a22d65f15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
067d4610b83ccf6427a3b07c,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
06856d5e2146ab256f30cd39,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0687f02f8b7a67f3fc3614f9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
069171e2121af597aacef685,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
06a00b5c72f6cebcaceb0192,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
06a8d0b96abdde6911266488,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
06b8a876b7f1b28350ba51dd,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
06d36edd0dd2201633ccc79b,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
06dccaa27c806012c3ce54a0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
06dd351d8f09e85f5220d179,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
06df180429bb35b63a355413,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
06ebaa9759fe29032eae12b9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
06ec41efbfbf3d664e29fb0f,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
06edfbe71ff5d490e324de4d,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
06eec8da4489cfea18475da1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
06f36d6248a699e5356b4e90,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
06fd41ccd5228c60e1ebe154,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
070b136d64f37400a4e76215,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
070f9a96675374e54783f523,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0727cdef0bfe46d82b5f66d4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0729e1c8db316bc43fbca85c,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
07312747f902f3de473acc26,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0735c66fa781dcb22dada30c,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
07379222906fea00137343ad,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
074308abda265e2ef7e724dd,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
